rownames,district,school,county,grades,students,teachers,calworks,lunch,computer,expenditure,income,english,read,math
182,71266,Salida Union Elementary,Stanislaus,KK-08,2617,107.1949997,8.368200302,32.36970139,226,4547.944824,11.88574982,12.80091667,651.7000122,650.7000122
183,70128,Shasta Union Elementary,Shasta,KK-08,242,13.25,28.0991993,51.6529007,32,5011.840332,9.925999641,0.0,654.4000244,648.2999878
184,62802,Fortuna Union Elementary,Humboldt,KK-08,780,41.15000153,16.5394001,50.76340103,75,5261.370605,14.19699955,3.846153975,662.0,640.7999878
185,72090,Rockford  Elementary,Tulare,KK-08,324,15.39999962,13.0031004,58.20429993,50,4276.115234,9.630000114,2.469135761,647.0,655.9000244
186,62638,Plaza Elementary,Glenn,KK-08,140,6.75,7.85710001,45.71429825,25,4566.27002,10.63899994,10.71428585,654.2000122,649.4000244
187,70813,Monte Rio Union Elementary,Sonoma,KK-08,181,10.0,25.4144001,66.85079956,26,6049.495117,14.47500038,0.0,651.9000244,651.7999878
188,64105,Janesville Union Elementary,Lassen,KK-08,516,26.0,9.259300232,24.81480026,65,4974.28125,13.46700001,1.937984467,656.2999878,647.5
189,63172,Magnolia Union Elementary,Imperial,KK-08,108,5.0,3.669699907,32.11009979,25,4432.478027,9.664999962,4.629629612,648.2000122,655.7999878
190,64188,Shaffer Union Elementary,Lassen,KK-08,419,18.67000008,13.95349979,50.0,58,4924.619141,12.70800018,5.250596523,656.4000244,647.7999878
191,66506,Fullerton Elementary,Orange,KK-08,12567,546.0499878,7.623099804,40.3995018,1099,4603.659668,17.82299995,27.54038239,651.5999756,652.5999756
192,70649,Cinnabar Elementary,Sonoma,KK-06,287,16.17000008,3.793100119,31.03450012,65,5973.925293,17.15600014,14.98257828,655.0999756,649.5
193,69278,Santa Barbara Elementary,Santa Barbara,KK-08,6201,339.1000061,7.179599762,47.70249939,634,5215.943848,19.58963585,47.87937546,650.9000244,653.7000122
194,63016,Rohnerville Elementary,Humboldt,KK-08,577,29.95000076,20.33609962,46.05039978,134,4882.236816,14.19699955,0.0,657.2000122,647.5
195,71431,Pleasant Grove Joint Union Elementary,Sutter,KK-08,170,7.5,10.58819962,32.35290146,41,4145.835938,11.9119997,1.764706016,660.2999878,644.5
196,73700,Mountain Union Elementary,Shasta,KK-08,164,8.5,33.53659821,65.85369873,36,7542.038086,13.38599968,0.0,655.2000122,649.5999756
197,63784,South Fork Union Elementary,Kern,KK-08,382,22.0,29.23830032,59.21379852,75,5247.018066,11.5539999,0.0,653.0999756,651.9000244
198,68155,Jamul-Dulzura Union Elementary,San Diego,KK-08,1221,61.59999847,4.34070015,25.3071003,250,5169.814941,19.02599907,7.289107323,656.7999878,648.9000244
199,69765,Live Oak Elementary,Santa Cruz,KK-08,2214,108.3499985,12.8725996,36.44990158,213,5951.005859,16.40699959,17.02800369,656.0999756,650.0999756
200,67116,Menifee Union Elementary,Riverside,KK-08,4523,215.0,5.751900196,29.19869995,409,4746.572266,14.05799961,10.43555164,653.7000122,653.0999756
201,63552,Lakeside Union Elementary,Kern,KK-08,793,39.79999924,4.413599968,30.76919937,49,4944.092285,19.06800079,2.269861221,652.4000244,654.5999756
202,69724,Whisman Elementary,Santa Clara,KK-08,1678,88.26999664,5.482699871,38.20019913,254,6306.487305,20.77000046,28.24791336,655.5999756,651.5
203,63180,McCabe Union Elementary,Imperial,KK-08,536,22.5,5.597000122,28.17160034,35,4260.306641,10.26399994,8.768656731,653.4000244,653.7000122
204,68551,Lammersville Elementary,San Joaquin,KK-08,307,15.85000038,5.537499905,28.66449928,36,4718.163086,14.57800007,7.491856575,654.0999756,653.2999878
205,71563,Lassen View Union Elementary,Tehama,KK-08,347,17.5,18.44379997,53.60229874,56,4751.299805,10.20199966,9.798271179,655.5,652.0999756
206,62927,Loleta Union Elementary,Humboldt,KK-08,168,11.01000023,29.16670036,63.69049835,30,5653.453613,12.50199986,12.5,655.9000244,651.7999878
207,70045,Junction Elementary,Shasta,KK-08,532,31.0,10.50660038,29.64349937,81,5920.253418,13.90600014,0.0,656.5999756,651.2999878
208,64931,Rosemead Elementary,Los Angeles,KK-08,3272,150.0,24.02199936,76.77259827,374,4825.59082,9.986000061,31.20415497,651.4000244,656.7999878
209,66332,Grass Valley Elementary,Nevada,KK-08,2045,107.2099991,12.12709999,40.92910004,268,5532.582031,13.71199989,1.369193196,657.7999878,650.5999756
210,71829,Buena Vista Elementary,Tulare,KK-08,156,6.050000191,10.42940044,47.85279846,7,3926.06958,10.09799957,9.615385056,659.7999878,648.5999756
211,63545,Kernville Union Elementary,Kern,KK-08,1129,61.99000168,34.1894989,62.26750183,164,5805.636719,11.29100037,0.0,655.0999756,653.5
212,67348,Galt Joint Union Elementary,Sacramento,KK-08,3669,201.9700012,11.35890007,41.05459976,500,4899.239746,13.22500038,24.25728989,652.7000122,656.5
213,67553,Southside Elementary,San Benito,KK-08,157,9.25,1.898699999,10.12660027,19,4884.862305,13.63000011,9.554140091,654.2000122,655.5
214,68189,Lakeside Union Elementary,San Diego,KK-08,4928,229.1999969,8.541999817,25.88850021,618,5139.9375,14.62300014,5.92532444,653.5,656.2000122
215,71423,Nuestro Elementary,Sutter,KK-08,103,5.0,5.825200081,23.3010006,13,5249.364746,8.776000023,0.9708737731,662.2000122,647.5999756
216,61994,Alvina Elementary,Fresno,KK-08,175,10.30000019,14.85709953,70.28569794,17,5399.070313,10.3380003,18.2857132,650.0,660.0999756
217,61762,Oakley Union Elementary,Contra Costa,KK-08,4153,199.8600006,7.526899815,23.4409008,241,4965.290039,16.32299995,4.984348774,657.4000244,652.7000122
218,70268,Etna Union Elementary,Siskiyou,KK-06,280,18.04999924,8.695699692,56.52170181,67,6210.323242,10.65633297,4.285714626,660.4000244,649.7000122
219,68544,Jefferson Elementary,San Joaquin,KK-08,865,43.5,3.084199905,12.57409954,96,4797.503418,14.57800007,3.352601051,660.7999878,649.5999756
220,69377,Berryessa Union Elementary,Santa Clara,KK-08,8735,408.2000122,7.496600151,21.34339905,1120,5397.161621,18.63059998,32.70749664,655.4000244,655.2000122
221,63958,Kit Carson Union Elementary,Kings,KK-08,412,20.10000038,8.73789978,60.92229843,72,5078.5,11.11600018,9.46601963,653.0,657.7000122
222,71290,Sylvan Union Elementary,Stanislaus,KK-08,6373,329.1199951,12.67850018,36.88999939,624,4733.746582,14.59766674,6.260787487,657.5999756,653.0999756
223,68635,Oak View Union Elementary,San Joaquin,KK-08,332,18.79999924,9.036100388,34.03609848,73,4963.060059,15.49300003,13.25301266,653.2000122,657.5999756
224,66787,Auburn Union Elementary,Placer,KK-08,2903,138.1199951,11.12639999,34.44710159,192,5431.177246,16.27199936,3.169135332,662.0,649.0999756
225,67504,North County Joint Union Elementary,San Benito,KK-08,565,29.64999962,6.725699902,36.6371994,60,5382.088867,13.63000011,16.9911499,651.5999756,659.7999878
226,61945,Pioneer Union Elementary,El Dorado,KK-08,586,26.0,7.508500099,37.88399887,78,5724.441895,12.39400005,0.8532423377,662.0,649.5999756
227,67645,Central Elementary,San Bernardino,KK-08,5068,240.1000061,7.063899994,34.2344017,626,4843.427246,15.33100033,6.649565697,655.9000244,655.7999878
228,70094,Pacheco Union Elementary,Shasta,KK-08,859,42.84000015,16.4144001,40.1629982,118,5730.349121,12.66600037,0.1164144352,654.0999756,658.7000122
229,66316,Chicago Park Elementary,Nevada,KK-08,145,10.21000004,8.275899887,20.0,20,5635.786133,13.71199989,0.0,657.7999878,655.2000122
230,68874,Brisbane Elementary,San Mateo,KK-08,649,35.125,3.852099895,19.5685997,155,5671.657227,17.78033447,6.933744431,658.7000122,654.4000244
231,63883,Central Union Elementary,Kings,KK-08,1789,96.0,2.962500095,56.00889969,435,7070.633301,10.55666733,9.558412552,655.4000244,657.9000244
232,70011,Happy Valley Union Elementary,Shasta,KK-08,775,37.0,24.90320015,61.41939926,50,5097.343262,10.52299976,0.9032257795,661.5,651.9000244
233,61572,Mark Twain Union Elementary,Calaveras,KK-08,777,36.84999847,12.98869991,39.84870148,148,5482.677246,13.24300003,1.158301115,663.4000244,650.2000122
234,65458,San Rafael City Elementary,Marin,KK-08,3518,188.1999969,9.770799637,49.42689896,419,5642.832031,22.47299957,40.10801697,656.7000122,656.9000244
235,67991,Cajon Valley Union Elementary,San Diego,KK-08,19294,924.5700073,18.93190002,50.97079849,2401,5280.023438,15.68465424,16.66321182,657.5999756,656.4000244
236,69393,Campbell Union Elementary,Santa Clara,KK-08,7661,386.4200134,7.805799961,32.13679886,1158,5433.339844,23.48374939,21.95535851,657.2999878,656.7000122
237,71365,Browns Elementary,Sutter,KK-08,158,8.0,6.329100132,25.31649971,34,4529.283691,11.64900017,8.860759735,661.0,653.2999878
238,66324,Clear Creek Elementary,Nevada,KK-08,117,6.0,8.403400421,36.1344986,42,6039.98584,16.3560009,0.854700923,664.9000244,649.9000244
239,63057,Trinidad Union Elementary,Humboldt,KK-08,160,8.699999809,16.09199905,36.78160095,37,6168.229492,14.07400036,0.0,672.7999878,642.2000122
240,70722,Guerneville Elementary,Sonoma,KK-08,511,27.20000076,27.48539925,51.85189819,30,5774.970215,13.43700027,3.913894176,664.2000122,650.9000244
241,69013,San Bruno Park Elementary,San Mateo,KK-08,2770,140.1100006,3.610100031,25.55960083,296,4806.761719,18.33799934,11.94945908,659.7000122,655.5999756
242,71472,Antelope Elementary,Tehama,KK-08,551,28.5,15.2343998,51.5625,46,4840.936035,11.42599964,3.992740393,660.2000122,655.2999878
243,66472,Centralia Elementary,Orange,KK-06,5205,242.5,8.318900108,37.29109955,474,4954.466309,15.74991703,22.93948174,655.0999756,660.5
244,67702,Etiwanda Elementary,San Bernardino,KK-08,6437,278.8399963,2.516700029,17.1508007,622,4023.531738,15.77900028,2.485630035,658.5,657.2999878
245,65169,Wiseburn Elementary,Los Angeles,KK-08,1712,81.27999878,5.373799801,32.65190125,122,5179.411133,14.06200027,9.871495247,657.0,659.0
246,63024,Scotia Union Elementary,Humboldt,KK-08,370,19.79999924,6.504099846,36.31439972,56,4385.229492,12.17399979,0.540540576,664.0,652.7000122
247,67785,Mountain View Elementary,San Bernardino,KK-08,3182,153.1999969,3.530499935,26.94330025,328,4777.512695,12.89999962,8.95663166,654.7000122,662.5
248,68791,Pleasant Valley Joint Union Elementary,San Luis Obispo,KK-06,139,7.199999809,0.7193999887,29.49640083,32,4862.790527,10.97099972,6.47481966,661.2999878,656.2999878
249,69625,Oak Grove Elementary,Santa Clara,KK-08,11855,588.8400269,9.015800476,32.76549911,1507,5486.029785,17.43519974,20.72543144,654.9000244,663.2000122
250,61960,Pollock Pines Elementary,El Dorado,KK-08,1068,51.66999817,12.82769966,36.79779816,129,5486.382324,14.76000023,0.1872659177,662.0999756,656.2000122
251,64345,Castaic Union Elementary,Los Angeles,KK-08,2295,103.0,4.039500237,31.3708992,224,4631.243652,14.60299969,13.98692894,658.2999878,660.4000244
252,63255,Bishop Union Elementary,Inyo,KK-08,1510,73.30000305,10.25979996,37.10860062,141,5189.62793,13.52233315,8.741721153,662.7999878,656.0
253,69138,Buellton Union Elementary,Santa Barbara,KK-08,579,27.79999924,1.5,31.5,60,4600.606445,16.66900063,20.03454208,660.0,658.7999878
254,75135,Chawanakee Jt. Elementary,Madera,KK-08,1012,52.63999939,10.4847002,33.63010025,140,6735.775391,13.52225018,1.383399248,660.7999878,658.7999878
255,70508,Yreka Union Elementary,Siskiyou,KK-08,1212,68.65000153,18.29719925,47.12469864,107,5475.172852,12.51799965,2.062706232,660.4000244,659.4000244
256,70599,Alexander Valley Union Elementary,Sonoma,KK-06,119,7.0,4.0,33.59999847,23,5990.794434,18.32600021,28.57143021,661.7000122,658.4000244
257,66415,Twin Ridges Elementary,Nevada,KK-08,590,35.76250076,7.796599865,30.6779995,78,7203.246582,11.4659996,0.1694915295,673.0999756,647.0999756
258,72173,Sundale Union Elementary,Tulare,KK-08,546,27.60000038,13.91940022,54.76190186,60,4777.769043,10.09799957,13.73626423,659.7999878,660.5999756
259,72207,Three Rivers Union Elementary,Tulare,KK-08,248,11.11999989,7.46269989,21.26869965,51,4302.834961,15.36499977,0.0,667.7999878,652.7999878
260,72348,Columbia Union Elementary,Tuolumne,KK-08,461,26.0,14.4708004,48.81209946,150,5630.194824,10.3113327,0.21691975,666.9000244,654.5999756
261,65102,Westside Union Elementary,Los Angeles,KK-08,6312,308.6799927,9.837900162,22.69300079,496,4708.625,16.98662567,3.121039391,662.0999756,659.7999878
262,65649,Ballico-Cressey Elementary,Merced,KK-08,285,13.98999977,7.241399765,66.20690155,62,5629.961426,9.612000465,47.36842346,661.0999756,661.5999756
263,68973,Millbrae Elementary,San Mateo,KK-08,2325,115.3000031,2.881700039,15.6559,302,4890.986816,21.11050034,22.70967865,662.0,660.9000244
264,69435,Evergreen Elementary,Santa Clara,KK-08,11885,549.8400269,10.19769955,30.44169998,1790,4929.393066,16.47331238,29.12074089,659.0999756,664.0999756
265,70730,Harmony Union Elementary,Sonoma,KK-08,564,27.43000031,6.89659977,21.37929916,46,4905.221191,18.36899948,4.43262434,672.4000244,650.7999878
266,63362,Panama Buena Vista Union Elementary,Kern,KK-08,12380,620.3800049,12.29520035,31.01889992,1671,5156.856934,16.65411186,4.814216614,660.0999756,663.5999756
267,68932,Laguna Salada Union Elementary,San Mateo,KK-08,3772,178.0599976,3.371999979,18.38780022,529,4941.787598,18.54422188,5.249204636,665.4000244,658.2999878
268,72371,Sonora Elementary,Tuolumne,KK-08,895,47.58000183,17.55319977,42.44680023,70,5408.781738,14.18000031,1.899441361,662.7000122,661.0
269,66910,Roseville City Elementary,Placer,KK-08,5714,277.6700134,10.53429985,30.06909943,489,4981.387695,18.02955437,8.66293335,664.2999878,659.5
270,71084,Gratton Elementary,Stanislaus,KK-08,105,5.730000019,0.0,0.0,16,4877.086426,13.58600044,10.47619057,662.5,661.2999878
271,64196,Susanville Elementary,Lassen,KK-08,1449,76.98999786,16.5279007,42.60089874,125,5111.739258,12.64000034,1.242236018,660.4000244,663.5
272,69872,Bella Vista Elementary,Shasta,KK-08,510,24.5,20.39220047,45.88240051,95,5201.515625,11.10299969,0.0,663.0999756,661.7000122
273,71852,Columbine Elementary,Tulare,KK-08,160,8.0,11.25,56.875,39,4138.305664,7.5,9.375,651.4000244,673.4000244
274,64626,Hughes-Elizabeth Lakes Union Elementary,Los Angeles,KK-08,433,22.0,9.336099625,25.10370064,50,5743.597168,15.50599957,1.385681391,665.4000244,659.5
275,69591,Mountain View Elementary,Santa Clara,KK-08,3186,164.3099976,5.45389986,44.39070129,411,5702.705078,22.84140015,35.34212112,663.5,661.5
276,65045,Sulphur Springs Union Elementary,Los Angeles,KK-06,5010,239.3999939,5.298900127,27.35449982,576,4802.152832,19.82312584,9.64071846,661.7000122,663.4000244
277,70680,Forestville Union Elementary,Sonoma,KK-08,717,35.95000076,8.888899803,24.72220039,100,5442.143066,16.34700012,2.231520176,669.4000244,655.7000122
278,63750,Rosedale Union Elementary,Kern,KK-08,3548,170.6499939,3.25999999,14.8508997,335,4522.375488,16.29299927,0.3664036095,658.2999878,667.0
279,69948,Columbia Elementary,Shasta,KK-08,868,45.20000076,16.58989906,29.83869934,78,4965.808105,13.24800014,0.5760368705,662.4000244,663.0
280,66795,Colfax Elementary,Placer,KK-08,507,26.64999962,13.20390034,37.08739853,60,5358.326172,14.01000023,0.0,667.0999756,658.4000244
281,70425,Mt. Shasta Union Elementary,Siskiyou,KK-08,822,46.65000153,8.073800087,25.60549927,105,5784.625,14.16300011,0.8515815139,668.2999878,657.5
282,70870,Piner-Olivet Union Elementary,Sonoma,KK-06,1792,88.55000305,3.125,20.92630005,143,5072.70459,15.77099991,5.524553776,667.4000244,659.2999878
283,65185,Bass Lake Joint Elementary,Madera,KK-08,1202,62.29999924,12.07689953,35.84619904,190,5556.041016,14.48333263,0.0,664.2999878,662.5999756
284,62745,Cutten Elementary,Humboldt,KK-06,515,27.35000038,16.11650085,26.21360016,58,5190.310059,14.20899963,0.0,660.2000122,666.7999878
285,61952,Placerville Union Elementary,El Dorado,KK-08,1354,66.56999969,12.0383997,36.48450089,263,5211.485352,15.16699982,2.437223196,666.4000244,661.2999878
286,71035,Wright Elementary,Sonoma,KK-06,1252,65.11000061,9.451199532,43.21649933,113,5284.164063,12.58425045,20.76677322,659.4000244,668.2999878
287,71522,Evergreen Union Elementary,Tehama,KK-08,823,46.0,13.85179996,55.28549957,127,5331.920898,10.55099964,2.187120438,657.7000122,670.0999756
288,70847,Old Adobe Union Elementary,Sonoma,KK-06,2231,114.3000031,2.916100025,13.36919975,258,5599.60791,16.95599937,13.62617588,666.2000122,661.7999878
289,71019,Wilmar Union Elementary,Sonoma,KK-06,271,14.19999981,4.467400074,25.42959976,81,4881.899414,17.70899963,13.28413296,668.7000122,659.2999878
290,66761,Ackerman Elementary,Placer,KK-08,309,15.5,4.207099915,32.68610001,85,4700.432129,16.27199936,1.941747546,671.2999878,657.0
291,69815,Santa Cruz City Elementary,Santa Cruz,KK-06,3005,159.2200012,8.619000435,33.81029892,308,5650.0,17.9008007,23.0615654,666.7000122,661.5999756
292,62679,Arcata Elementary,Humboldt,KK-08,966,47.95999908,20.95809937,47.30540085,114,5318.240723,11.83399963,0.6211180091,674.0,654.5999756
293,67595,Alta Loma Elementary,San Bernardino,KK-08,7710,327.2999878,4.472199917,15.92990017,814,4709.054199,18.6201992,3.255512238,663.4000244,665.4000244
294,66837,Foresthill Union Elementary,Placer,KK-08,762,35.5,10.8107996,30.37319946,54,5143.19043,12.43099976,0.0,663.0999756,665.7999878
295,61929,Mother Lode Union Elementary,El Dorado,KK-08,1708,89.0,8.489500046,29.03980064,206,5133.009766,15.16699982,2.224824429,665.5,663.9000244
296,66613,Ocean View Elementary,Orange,KK-08,9850,489.2999878,3.335000038,30.64369965,1113,5081.455566,20.87574959,18.55837631,663.7000122,665.7999878
297,62596,Lake Elementary,Glenn,KK-08,129,5.0,9.302300453,50.38759995,10,4016.41626,10.63899994,6.201550484,667.5999756,662.2999878
298,69039,San Mateo-Foster City Elementary,San Mateo,KK-08,10619,565.5100098,2.538399935,28.37660027,1150,5374.050293,25.02961922,18.45748138,665.9000244,664.0
299,69195,Goleta Union Elementary,Santa Barbara,KK-06,4521,236.5800018,3.705199957,31.08279991,494,5427.548828,16.75780106,32.07255173,666.7999878,663.4000244
300,67736,Helendale Elementary,San Bernardino,KK-08,580,29.44000053,11.89659977,30.17239952,114,5179.644531,15.29699993,3.965517044,656.2000122,674.2000122
301,70854,Petaluma City Elementary,Sonoma,KK-06,2569,138.0,5.486400127,24.74710083,326,5400.0,17.3694458,15.33670712,669.7999878,660.9000244
302,69690,Sunnyvale Elementary,Santa Clara,KK-08,6022,286.7999878,6.394999981,36.0007019,756,5726.146484,22.09600067,27.66522789,663.9000244,667.4000244
303,69179,College Elementary,Santa Barbara,KK-08,670,33.5,0.4160999954,13.8696003,47,5003.870117,22.84199905,12.53731441,670.2999878,661.5
304,68197,La Mesa-Spring Valley,San Diego,KK-08,14708,700.9400024,13.53009987,45.72340012,1962,4969.51123,18.31987572,12.68017483,664.5,667.4000244
305,66530,Huntington Beach City Elementary,Orange,KK-08,6601,305.0,1.196799994,15.08860016,706,4747.295898,25.03000069,6.908044338,668.0,664.0
306,69336,Solvang Elementary,Santa Barbara,KK-08,675,33.70000076,0.0,31.8519001,87,4543.305176,21.95700073,14.96296215,668.7000122,663.4000244
307,69849,Soquel Elementary,Santa Cruz,KK-08,2458,124.0699997,6.018700123,24.60350037,193,5229.591309,18.79683304,11.26932526,666.9000244,665.2999878
308,62554,Capay Joint Union Elementary,Glenn,KK-08,144,8.0,4.166699886,44.44440079,14,4507.353027,10.63899994,9.722222328,671.9000244,660.4000244
309,70714,Gravenstein Union Elementary,Sonoma,KK-08,573,29.60000038,6.993000031,15.20979977,48,5302.62793,17.50799942,3.315881252,671.0,661.2999878
310,66381,Pleasant Valley Elementary,Nevada,KK-08,721,35.72999954,1.849400043,18.49410057,82,5545.610352,18.59300041,0.6934812665,668.7999878,664.0999756
311,63990,Pioneer Union Elementary,Kings,KK-08,992,46.97000122,3.729799986,22.88310051,160,4615.908691,11.11600018,5.141129017,671.2000122,661.9000244
312,68361,Santee Elementary,San Diego,KK-08,8432,360.5,6.392300129,22.98390007,0,5397.689453,14.09766674,4.969165325,663.7000122,669.5
313,64113,Johnstonville Elementary,Lassen,KK-08,244,11.0,15.57380009,40.16389847,15,5118.373047,12.64000034,6.967213154,672.0999756,661.2000122
314,72553,Pleasant Valley Elementary,Ventura,KK-08,7116,356.8200073,2.598999977,13.27620029,785,5008.070801,20.93642807,7.99606514,667.5,665.7999878
315,72355,Curtis Creek Elementary,Tuolumne,KK-08,830,46.65999985,10.41189957,32.6086998,95,4906.030273,14.18000031,0.4819277227,662.0999756,671.2999878
316,70300,Fort Jones Union Elementary,Siskiyou,KK-06,160,10.88000011,13.37580013,53.50320053,38,6870.346191,11.82600021,2.5,666.9000244,666.7999878
317,70805,Mark West Union Elementary,Sonoma,KK-06,1588,83.40000153,6.798500061,20.58099937,220,5301.716309,18.67099953,3.841310024,671.2999878,662.4000244
318,67967,Alpine Union Elementary,San Diego,KK-08,2272,108.75,4.049300194,16.06509972,307,5182.365723,17.33200073,1.32042253,667.7000122,666.5999756
319,70938,Sebastopol Union Elementary,Sonoma,KK-08,1425,71.83000183,5.092599869,19.8302002,65,4999.46875,17.50799942,4.91228056,669.7999878,664.5999756
320,62828,Freshwater Elementary,Humboldt,KK-06,245,12.55000019,8.979599953,13.06120014,30,6732.066406,15.57199955,0.0,672.2000122,662.7000122
321,63693,Norris Elementary,Kern,KK-08,1349,65.21250153,2.001499891,8.673100471,259,4612.989746,15.56725025,0.2223869562,667.0,667.9000244
322,72132,Springville Union Elementary,Tulare,KK-08,400,22.0,13.80090046,29.86429977,65,5478.845703,15.75199986,0.0,669.2000122,666.0
323,69575,Moreland Elementary,Santa Clara,KK-08,4632,245.1799927,7.037000179,23.6420002,637,5666.713867,20.46999931,17.85405922,669.4000244,666.5999756
324,63610,Maple Elementary,Kern,KK-08,224,9.0,5.35710001,35.26789856,15,4742.51416,9.708999634,4.464285851,660.5,675.7000122
325,63941,Kings River-Hardwick Union Elementary,Kings,KK-08,576,31.0,3.993099928,28.125,92,4907.392578,11.11600018,9.548611641,665.7999878,671.0
326,68163,Julian Union Elementary,San Diego,KK-08,451,25.0,8.647500038,11.7517004,75,5700.402344,16.32099915,3.991130829,672.7000122,664.5
327,68007,Cardiff Elementary,San Diego,KK-06,900,50.75,2.101799965,24.3362999,145,5191.834473,21.96699905,20.66666603,668.7999878,668.5
328,72108,Saucelito Elementary,Tulare,KK-08,118,5.5,8.333299637,51.66669846,10,4451.256836,8.934000015,7.627118587,668.5,669.0999756
329,67975,Bonsall Union Elementary,San Diego,KK-08,1457,73.12999725,5.982299805,42.9640007,0,5627.527832,19.99699974,27.45367241,666.2000122,671.5999756
330,66480,Cypress Elementary,Orange,KK-06,4734,232.75,2.607800007,19.37249947,586,4922.939941,18.82723045,10.85762596,665.5,672.4000244
331,64766,Lowell Joint Elementary,Los Angeles,KK-08,3303,146.5,4.662399769,16.95429993,379,4969.380859,18.1186657,5.025733948,666.0999756,672.0999756
332,64832,Newhall Elementary,Los Angeles,KK-06,6055,286.9200134,5.613399982,30.08510017,540,4829.717285,23.66737556,14.23616886,668.9000244,669.7000122
333,65359,Lagunitas Elementary,Marin,KK-08,424,23.29999924,3.537699938,15.3302002,39,6716.692871,22.13899994,0.2358490527,680.9000244,657.7000122
334,69385,Cambrian Elementary,Santa Clara,KK-08,2801,139.3000031,5.033899784,23.09889984,615,5205.941895,20.54599953,2.070688963,673.2999878,665.4000244
335,71654,Richfield Elementary,Tehama,KK-08,187,9.760000229,17.55319977,44.68090057,37,4357.826172,9.484999657,8.556149483,664.5999756,674.0999756
336,62794,Fieldbrook Elementary,Humboldt,KK-08,129,6.599999905,13.95349979,27.1317997,17,5195.918945,11.83399963,0.0,670.0999756,669.5
337,68049,Dehesa Elementary,San Diego,KK-06,188,9.0,6.382999897,36.70209885,41,6002.071777,18.79899979,4.787234306,673.2000122,666.5
338,69955,Cottonwood Union Elementary,Shasta,KK-08,1212,65.90000153,22.19470024,46.12210083,116,5090.587891,10.55099964,3.960396051,669.2000122,670.7000122
339,63479,Fruitvale Elementary,Kern,KK-08,2596,135.3500061,3.004600048,19.53000069,249,5112.390137,15.51900005,1.579352856,669.2000122,670.7999878
340,69708,Union Elementary,Santa Clara,KK-08,4925,253.8959961,3.821099997,12.17479992,753,5287.35498,21.63172722,3.593908548,672.7999878,668.5999756
341,66498,Fountain Valley Elementary,Orange,KK-08,6257,288.6300049,2.163500071,15.51280022,930,4889.47998,21.09575081,8.726226807,671.2000122,671.2999878
342,61879,Gold Oak Union Elementary,El Dorado,KK-08,868,45.0,4.723499775,19.00919914,122,5118.130371,15.16699982,0.0,674.5999756,668.0
343,61838,Buckeye Union Elementary,El Dorado,KK-08,3787,186.1000061,3.247999907,8.34430027,934,5119.123047,19.11700058,0.2640612721,674.9000244,668.2999878
344,75085,Rocklin Unified,Placer,KK-08,6423,306.3800049,2.929899931,14.26599979,855,4792.211426,17.62000084,1.447921515,671.4000244,671.7999878
345,61887,Gold Trail Union Elementary,El Dorado,KK-08,678,34.84000015,2.507400036,15.92920017,47,5450.103516,15.16699982,0.1474926174,677.5999756,665.7000122
346,62885,Hydesville Elementary,Humboldt,KK-08,162,8.399999619,16.95910072,33.91809845,23,5210.724609,10.64299965,0.0,679.7999878,663.5999756
347,64998,Saugus Union Elementary,Los Angeles,KK-06,8529,407.7000122,2.192500114,11.70129967,834,4715.445801,20.73905563,3.705006361,668.9000244,674.5999756
348,66845,Loomis Union Elementary,Placer,KK-08,1862,89.08999634,2.829699993,21.08919907,231,4632.068359,21.56599998,0.2685284615,673.0999756,670.7000122
349,66886,Placer Hills Union Elementary,Placer,KK-08,1452,70.5,2.426000118,10.41419983,183,5028.561523,17.65600014,0.0,679.5999756,664.2000122
350,70672,Dunham Elementary,Sonoma,KK-06,155,8.0,0.6452000141,12.25809956,32,5695.466797,17.70899963,4.516129017,672.2999878,671.5999756
351,69021,San Carlos Elementary,San Mateo,KK-08,2536,127.1100006,2.032799959,2.032799959,343,4504.294922,27.81599998,2.444794893,676.0999756,668.0
352,66399,Ready Springs Union Elementary,Nevada,KK-08,567,30.07999992,4.895100117,29.02099991,103,5156.437012,18.59300041,0.0,673.9000244,670.2000122
353,65219,Coarsegold Union Elementary,Madera,KK-08,953,52.59999847,7.98759985,33.9211998,135,5433.51416,14.26299953,0.0,668.0999756,676.5
354,68726,Cayucos Elementary,San Luis Obispo,KK-08,296,15.43000031,5.592100143,25.98679924,42,5254.631836,22.75799942,5.405405521,674.5999756,670.0999756
355,64170,Richmond Elementary,Lassen,KK-08,198,9.0,2.450999975,12.74510002,24,4593.196777,12.64000034,0.0,672.7000122,672.2000122
356,62109,Clay Joint Elementary,Fresno,KK-08,218,10.10000038,2.242199898,25.1121006,49,4320.678711,11.23799992,6.422018051,669.4000244,675.7000122
357,70995,Waugh Elementary,Sonoma,KK-06,734,36.0,2.024300098,12.82050037,117,4920.777344,16.95599937,6.539509296,676.0999756,669.2999878
358,70979,Two Rock Union Elementary,Sonoma,KK-06,189,11.60000038,2.07249999,32.12440109,50,6905.869141,17.70899963,14.2857151,679.0999756,667.0
359,68866,Belmont-Redwood Shores Elementary,San Mateo,KK-08,2528,138.3099976,1.342100024,2.445600033,482,5729.904297,25.62199974,3.678797483,675.0,671.5
360,61978,Rescue Union Elementary,El Dorado,KK-08,2987,154.1699982,2.042200089,11.18179989,290,4825.202148,18.72599983,0.502176106,676.0999756,670.5
