Unnamed: 0,female,black,housing_expense_ratio,self_employed,married,mortgage_credit,consumer_credit,bad_history,PI_ratio,deny,loan_to_value,denied_PMI,accept
344,0.0,1,0.08,0,0.0,2,4,0,0.08,0,0.6438356,0,1
345,0.0,0,0.23,0,1.0,1,1,0,0.24,0,0.56666666,0,1
346,0.0,0,0.21,0,1.0,2,1,0,0.22,0,0.65317917,0,1
347,0.0,0,0.12,0,1.0,1,1,0,0.14,0,0.32,0,1
348,0.0,0,0.16,0,1.0,1,1,0,0.21,0,0.2892562,0,1
349,0.0,0,0.29,0,1.0,1,1,0,0.0,0,0.6294964,0,1
350,0.0,0,0.207,0,0.0,2,1,0,0.21020001,1,0.78333336,0,0
351,0.0,0,0.3323,0,1.0,1,1,0,0.39450002,0,0.14769231,0,1
352,1.0,0,0.26,0,0.0,2,1,0,0.3,0,0.625,0,1
353,0.0,0,0.29,0,1.0,2,2,0,0.36,0,0.8,0,1
354,0.0,0,0.27,0,1.0,1,2,0,0.28,0,0.5510204,0,1
355,0.0,0,0.24,0,1.0,2,1,0,0.26,0,0.796875,0,1
356,0.0,0,0.21,0,0.0,2,2,0,0.28,0,0.6888889,0,1
357,0.0,0,0.198,1,1.0,1,2,0,0.3044,0,0.32894737,0,1
358,0.0,0,0.2876,0,1.0,1,2,0,0.3136,0,0.30674848,0,1
359,0.0,0,0.2634,0,1.0,2,5,0,0.3023,0,0.7619048,0,1
360,0.0,0,0.1762,0,1.0,1,2,0,0.19950001,0,0.45333335,0,1
361,1.0,0,0.1722,0,1.0,2,6,0,0.2745,0,0.71428573,0,1
362,0.0,0,0.312,0,0.0,2,3,0,0.318,1,0.8029197,0,0
363,1.0,0,0.23799999,0,1.0,1,6,0,0.45,0,0.6,0,1
364,0.0,0,0.18090001,0,1.0,1,1,0,0.35689998,0,0.7,0,1
365,0.0,0,0.24299999,0,0.0,1,1,0,0.254,0,0.6635071,0,1
366,1.0,0,0.22850001,0,0.0,2,1,0,0.24059999,0,0.4,0,1
367,0.0,0,0.27,0,1.0,1,1,0,0.28,0,0.33870968,0,1
368,0.0,0,0.32599998,1,0.0,1,5,0,0.4168,1,1.1824324,0,0
369,0.0,0,0.3886,0,0.0,3,2,0,0.3886,1,0.6272727,0,0
370,0.0,0,0.22540002,0,1.0,2,2,0,0.34080002,1,0.73142856,0,0
371,0.0,0,0.21,0,0.0,2,1,0,0.27,0,0.8319328,0,1
372,0.0,0,0.27,0,1.0,2,1,0,0.35,1,0.88439304,0,0
373,0.0,0,0.29,0,1.0,2,1,0,0.35,0,0.5503876,0,1
374,0.0,0,0.23,0,0.0,2,3,0,0.32,0,0.8,0,1
375,1.0,0,0.28,0,0.0,2,1,0,0.32,1,0.8,0,0
376,0.0,0,0.3,0,0.0,2,1,0,0.37,0,0.904,0,1
377,1.0,1,0.26,0,0.0,2,6,1,0.35,0,0.90229887,0,1
378,1.0,1,0.32,0,0.0,2,6,1,0.44,0,0.90434784,0,1
379,1.0,1,0.29,0,1.0,2,6,1,0.4,0,0.892562,0,1
380,0.0,1,0.27,0,0.0,2,1,0,0.29,0,0.71428573,0,1
381,1.0,1,0.27,0,0.0,2,5,1,0.41,0,0.952,0,1
382,0.0,1,0.22,0,1.0,2,3,0,0.25,0,0.8333333,0,1
383,1.0,0,0.23,0,0.0,1,5,0,0.4,0,0.8,0,1
384,0.0,1,0.26,1,1.0,2,5,1,0.43,0,0.9104478,0,1
385,0.0,1,0.26,0,1.0,2,6,1,0.41,0,0.89944136,0,1
386,0.0,0,0.28,0,1.0,2,5,0,0.49,0,0.88188976,0,1
387,0.0,0,0.28,0,0.0,2,1,0,0.41,0,0.79389316,0,1
388,0.0,0,0.26,1,1.0,4,2,0,0.26,0,0.63716817,0,1
389,1.0,0,0.23,0,0.0,2,6,1,0.367,1,0.8046875,0,0
390,0.0,0,0.39,0,0.0,2,1,0,0.39,0,0.21505377,0,1
391,0.0,0,0.3,0,0.0,2,1,0,0.37,0,0.625,0,1
392,0.0,0,0.28,0,0.0,2,1,0,0.33,0,0.02,0,1
393,0.0,0,0.26,0,1.0,2,3,0,0.28,0,0.78125,0,1
394,1.0,0,0.31,0,0.0,2,1,0,0.36,0,0.78125,0,1
395,0.0,0,0.32,0,1.0,1,2,0,0.35,0,0.6563107,0,1
396,0.0,0,0.25,0,1.0,2,1,0,0.32,0,0.78014183,0,1
397,0.0,0,0.23,0,1.0,2,1,0,0.38,0,0.2,0,1
398,0.0,0,0.29,0,1.0,2,1,0,0.35,0,0.8472222,0,1
399,0.0,0,0.27,0,1.0,1,1,0,0.36,0,0.5472637,0,1
400,0.0,0,0.25,0,1.0,2,1,0,0.25,0,0.64041096,0,1
401,0.0,1,0.34,0,0.0,2,2,0,0.47,0,0.88188976,0,1
402,0.0,0,0.13,0,1.0,2,6,0,0.18,1,0.78571427,0,0
403,1.0,0,0.28,0,0.0,2,1,0,0.29,0,0.7386364,0,1
404,0.0,0,0.24,0,1.0,2,1,0,0.25,0,0.65697676,0,1
405,0.0,0,0.2,0,1.0,2,2,0,0.26,0,0.60714287,0,1
406,0.0,0,0.23,0,1.0,2,2,0,0.29,0,0.3950178,0,1
407,0.0,0,0.22,1,0.0,2,1,0,0.29,0,0.7172414,0,1
408,0.0,0,0.27,0,0.0,2,2,0,0.27,0,0.7403315,0,1
409,0.0,0,0.24,0,0.0,1,1,0,0.29,0,0.6345178,0,1
410,0.0,1,0.21,0,1.0,2,2,1,0.21,1,0.61290324,0,0
411,0.0,0,0.44,1,1.0,3,6,0,0.95,0,0.5470588,0,1
412,0.0,0,0.2,0,1.0,2,1,0,0.25,0,0.9302326,0,1
413,0.0,0,0.22,0,1.0,2,2,0,0.22,0,0.61744964,0,1
414,0.0,0,0.29,0,1.0,1,1,0,0.37,0,0.70229006,0,1
415,1.0,0,0.27,0,1.0,2,2,0,0.4,0,0.91851854,0,1
416,0.0,0,0.28,0,0.0,2,1,0,0.29,0,0.6969697,0,1
417,0.0,0,0.24,0,0.0,2,1,0,0.36,1,1.0,0,0
418,0.0,0,0.21,0,0.0,2,1,0,0.32,0,0.7303371,0,1
419,0.0,0,0.24,1,1.0,2,2,0,0.38,0,0.4347826,0,1
420,0.0,0,0.37,1,1.0,1,2,0,0.37,1,0.6532663,0,0
421,0.0,0,0.28,0,1.0,2,1,0,0.4,0,0.64016736,0,1
422,0.0,0,0.1,0,0.0,2,2,0,0.24,0,0.5714286,0,1
423,0.0,0,0.27,1,1.0,1,2,0,0.37,0,0.40145984,0,1
424,0.0,0,0.18,0,0.0,2,2,0,0.35,0,0.8029197,0,1
425,0.0,0,0.07,0,1.0,1,2,0,0.41,0,0.78688526,0,1
426,0.0,0,0.33,0,1.0,2,2,0,0.41,0,0.6666667,0,1
427,0.0,1,0.32,0,0.0,2,4,0,0.32,0,0.75409836,0,1
428,0.0,0,0.31,0,1.0,2,1,0,0.34,0,0.904,0,1
429,0.0,0,0.3,0,0.0,2,2,0,0.39,0,0.8394161,0,1
430,1.0,0,0.218,0,1.0,2,5,0,0.239,0,0.1627907,0,1
431,0.0,0,0.262,1,1.0,2,1,0,0.33099997,0,0.40625,0,1
432,0.0,0,0.33099997,0,0.0,1,6,0,0.355,0,0.5555556,0,1
433,0.0,0,0.27290002,0,1.0,2,5,0,0.4089,0,0.896,0,1
434,0.0,0,0.054,0,0.0,1,1,0,0.165,0,0.102564104,0,1
435,0.0,0,0.231,0,1.0,2,1,0,0.307,0,0.49122807,0,1
436,0.0,0,0.22600001,0,1.0,1,1,0,0.235,0,0.6798246,0,1
437,0.0,0,0.288,0,1.0,2,1,0,0.313,0,0.55309737,0,1
438,0.0,0,0.183,0,0.0,2,2,0,0.266,0,0.66935486,0,1
439,0.0,0,0.231,1,1.0,2,4,0,0.231,0,0.74766356,0,1
440,0.0,0,0.203,0,1.0,2,1,0,0.304,0,0.5787037,0,1
441,0.0,0,0.289,0,1.0,1,1,0,0.347,0,0.5228216,0,1
442,0.0,0,0.346,1,0.0,2,1,0,0.35099998,0,0.48476455,0,1
443,0.0,0,0.244,0,1.0,2,1,1,0.32099998,0,0.94520545,0,1
444,0.0,0,0.22799999,0,1.0,1,1,0,0.38099998,0,0.55364805,0,1
445,0.0,0,0.304,0,0.0,2,2,0,0.472,1,0.8695652,0,0
446,0.0,1,0.345,0,0.0,4,6,0,0.425,1,0.95135134,0,0
447,0.0,0,0.315,0,1.0,1,1,0,0.319,0,0.7983871,0,1
448,1.0,0,0.0699,1,0.0,2,5,0,0.0699,0,0.48076922,0,1
449,0.0,0,0.341,0,1.0,2,4,0,0.341,0,0.93877554,0,1
450,0.0,0,0.287,0,1.0,2,1,0,0.349,0,0.20408164,0,1
451,0.0,0,0.27,0,1.0,2,1,0,0.338,0,0.864,0,1
452,0.0,1,0.273,0,1.0,2,1,0,0.396,0,0.79812205,0,1
453,0.0,0,0.27899998,1,0.0,1,1,0,0.39,0,0.8,0,1
454,0.0,0,0.23799999,0,0.0,2,1,0,0.275,0,0.7106599,0,1
455,1.0,0,0.2382,0,0.0,2,5,0,0.3105,0,0.80263156,0,1
456,0.0,0,0.36200002,0,0.0,2,5,0,0.468,0,0.7837838,0,1
457,0.0,1,0.2613,1,1.0,1,1,0,0.3886,0,0.7431694,0,1
458,0.0,0,0.177,0,1.0,1,1,0,0.24200001,0,0.1891892,0,1
459,0.0,0,0.536,1,1.0,1,1,0,0.692,0,0.7894737,0,1
460,0.0,1,0.32900003,0,1.0,2,6,0,0.576,1,0.89928055,0,0
461,0.0,0,0.19469999,0,1.0,2,1,0,0.3541,0,0.75,0,1
462,1.0,1,0.475,0,0.0,2,6,0,0.479,1,0.9519231,0,0
463,0.0,0,0.311,0,1.0,1,1,0,0.35599998,0,0.7508772,0,1
464,1.0,1,0.169,0,0.0,2,1,0,0.363,1,0.8611111,1,0
465,0.0,1,0.175,0,1.0,1,1,0,0.264,0,0.3548387,0,1
466,1.0,0,0.096999995,0,0.0,1,1,0,0.173,0,0.3488372,0,1
467,0.0,0,0.274,0,1.0,2,1,0,0.365,0,0.859375,0,1
468,0.0,0,0.276,0,0.0,1,1,0,0.405,0,0.7935657,0,1
469,0.0,0,0.088,0,1.0,1,1,0,0.252,0,0.78205127,0,1
470,1.0,1,0.23799999,0,0.0,2,4,0,0.248,0,0.68,0,1
471,1.0,0,0.37,0,0.0,2,1,0,0.39099997,0,0.27906978,0,1
472,1.0,0,0.283,0,0.0,2,4,0,0.283,0,0.5959596,0,1
473,0.0,0,0.277,0,0.0,2,1,0,0.304,0,0.65217394,0,1
474,0.0,1,0.053000003,0,1.0,4,6,0,0.055999998,0,0.8,0,1
475,1.0,0,0.375,0,0.0,2,1,0,0.384,0,0.8,0,1
476,0.0,0,0.447,0,0.0,2,6,0,0.584,1,0.75460124,0,0
477,0.0,0,0.261,0,0.0,2,1,0,0.26299998,0,0.7907743,0,1
478,1.0,0,0.25059998,0,0.0,2,1,0,0.2527,0,0.6666667,0,1
479,0.0,0,0.284,0,1.0,2,1,0,0.316,0,0.8015267,0,1
480,0.0,0,0.316,0,0.0,2,1,0,0.35799998,0,0.875,0,1
481,0.0,0,0.299,0,1.0,2,1,0,0.36900002,0,0.79452056,0,1
482,0.0,0,0.207,0,0.0,2,1,0,0.222,0,0.75,0,1
483,0.0,0,0.168,0,0.0,1,6,0,0.253,0,0.66451615,0,1
484,1.0,0,0.16600001,0,1.0,2,6,0,0.184,0,0.5764706,0,1
485,0.0,0,0.33,0,0.0,2,1,0,0.4,0,0.88709676,0,1
486,0.0,0,0.24,0,0.0,1,1,0,0.34,0,0.79310346,0,1
487,0.0,0,0.0904,0,0.0,2,6,1,0.3037,1,0.8,0,0
488,0.0,0,0.19,1,1.0,2,1,0,0.41,0,0.7018868,0,1
489,0.0,0,0.18,0,0.0,2,6,1,0.18,1,1.0,0,0
490,0.0,0,0.27,1,1.0,2,2,0,0.4,0,0.7111111,0,1
491,1.0,0,0.31,0,0.0,2,2,0,0.31,0,0.77697843,0,1
492,0.0,0,0.34,0,1.0,2,1,0,0.53,0,0.4632353,0,1
493,0.0,0,0.2658,0,0.0,2,2,0,0.32580003,0,0.7898089,0,1
494,0.0,0,0.24790001,0,0.0,1,1,0,0.39240003,0,0.61333334,0,1
495,0.0,0,0.1934,0,1.0,2,1,0,0.2251,0,0.35874438,0,1
496,0.0,0,0.2385,0,1.0,1,1,1,0.38169998,0,0.7754237,0,1
497,0.0,1,0.2275,0,0.0,2,1,0,0.3375,0,0.902439,0,1
498,1.0,0,0.16,0,0.0,1,2,0,0.16,0,0.9117647,0,1
499,1.0,1,0.3,0,0.0,2,4,0,0.3,1,1.1111112,0,0
500,0.0,0,0.08,1,0.0,1,1,0,0.1,0,0.5479452,0,1
501,0.0,0,0.12,0,1.0,1,3,0,0.2,0,0.9391892,0,1
502,0.0,0,0.06,0,0.0,1,1,0,0.08,0,0.72864324,0,1
503,0.0,0,0.06,1,0.0,1,2,0,0.1,0,0.7832898,0,1
504,0.0,1,0.07,0,1.0,1,2,0,0.17,0,1.2246376,0,1
505,0.0,0,0.21,0,0.0,2,1,0,0.29,0,0.7977528,0,1
506,0.0,0,0.33,0,0.0,2,2,0,0.37,0,0.9220779,0,1
507,1.0,0,0.32,0,0.0,2,1,0,0.36,0,0.6814815,0,1
508,0.0,0,0.17,0,1.0,2,2,0,0.25,0,0.89285713,0,1
509,0.0,0,0.32,0,1.0,2,6,1,0.36,1,0.8,0,0
510,0.0,0,0.36,0,1.0,2,1,0,0.39,0,0.8909091,0,1
511,0.0,0,0.31,0,0.0,2,2,0,0.38,0,0.7753623,0,1
512,0.0,0,0.34,1,0.0,2,2,0,0.4,0,0.8,0,1
513,0.0,0,0.25,0,0.0,1,1,0,0.36,0,0.8,0,1
514,0.0,0,0.34,1,1.0,2,2,0,0.38,0,0.91923076,0,1
515,1.0,0,0.31,0,0.0,2,1,0,0.33,0,0.6592179,0,1
516,0.0,0,0.26,0,1.0,1,2,0,0.37,0,0.7837838,0,1
517,0.0,1,0.13,1,1.0,1,3,1,0.22,0,0.7986111,0,1
518,0.0,0,0.24,0,1.0,1,1,1,0.3,0,0.42372882,0,1
519,1.0,0,0.35,0,0.0,2,1,0,0.36,0,0.9144737,0,1
520,0.0,0,0.28,0,1.0,2,6,0,0.41,0,0.89617485,0,1
521,1.0,0,0.3,0,0.0,2,1,0,0.35,0,0.6837607,0,1
522,0.0,0,0.32,0,0.0,2,1,0,0.32,0,0.8,0,1
523,0.0,1,0.28,0,1.0,2,6,1,0.41,1,0.9259259,1,0
524,0.0,0,0.28,0,1.0,2,1,0,0.32,0,0.8969697,0,1
525,0.0,0,0.18,0,1.0,1,3,0,0.4,0,0.8769231,0,1
526,0.0,1,0.27,0,0.0,2,1,0,0.33,1,0.8,0,0
527,1.0,0,0.25,0,1.0,2,1,0,0.28,0,0.90217394,0,1
528,0.0,0,0.35,0,1.0,1,2,0,0.35,0,0.44,0,1
529,1.0,1,0.35,0,1.0,2,1,0,0.4,1,0.7826087,0,0
530,0.0,1,0.18,1,1.0,2,6,1,0.3,1,0.9008043,0,0
531,0.0,0,0.23,0,0.0,2,4,0,0.35,0,0.8744186,0,1
532,0.0,0,0.19,0,1.0,1,1,0,0.2,0,0.70080864,0,1
533,0.0,0,0.28,0,1.0,4,1,0,0.29,0,0.375,0,1
534,0.0,0,0.27,0,1.0,2,2,0,0.36,0,0.82,0,1
535,1.0,0,0.2,0,0.0,2,1,0,0.34,0,0.35042736,0,1
536,0.0,0,0.04,0,1.0,2,2,0,0.26,0,0.3968254,0,1
537,0.0,0,0.21,0,1.0,1,2,0,0.28,0,0.63887936,0,1
538,0.0,0,0.24,0,1.0,1,2,0,0.43,0,0.4017857,0,1
539,0.0,0,0.2,1,1.0,1,1,0,0.27,0,0.7972973,0,1
540,1.0,0,0.22,0,0.0,2,2,0,0.28,0,0.7455782,0,1
541,1.0,0,0.25,0,1.0,2,1,0,0.27,0,0.85153645,0,1
542,1.0,0,0.3,0,0.0,1,1,0,0.36,0,0.6397134,0,1
543,0.0,0,0.35,0,1.0,3,2,0,0.35,0,0.625,0,1
544,1.0,0,0.31,0,0.0,2,1,0,0.33,0,0.858922,0,1
545,0.0,0,0.24,0,1.0,1,3,0,0.32,0,0.7432432,0,1
546,0.0,0,0.04,0,1.0,1,1,0,0.23,0,0.5,0,1
547,0.0,0,0.28,0,1.0,2,2,0,0.37,0,0.48715678,0,1
548,0.0,0,0.1725,0,1.0,2,2,0,0.3312,0,0.68,0,1
549,0.0,0,0.2569,0,0.0,2,5,0,0.3513,1,0.54285717,0,0
550,0.0,0,0.282,0,1.0,1,1,0,0.45700002,0,0.7526316,0,1
551,0.0,0,0.2933,0,1.0,2,1,0,0.3524,0,0.9029851,0,1
552,0.0,0,0.21090001,0,0.0,2,2,0,0.41689998,1,0.9230769,1,0
553,1.0,0,0.20950001,0,1.0,2,1,0,0.2191,0,0.7948718,0,1
554,0.0,0,0.159,1,0.0,2,1,0,0.2052,1,0.6025641,1,0
555,1.0,0,0.37150002,0,0.0,2,2,0,0.4611,0,0.7844828,0,1
556,0.0,0,0.3158,0,1.0,2,2,0,0.3466,0,0.5760369,0,1
557,0.0,0,0.20889999,0,1.0,1,1,0,0.3167,0,0.72164947,0,1
558,0.0,0,0.2649,0,1.0,2,1,0,0.3728,0,0.8984375,0,1
559,1.0,0,0.661,0,0.0,2,1,0,0.661,0,0.43356642,0,1
560,0.0,0,0.2643,0,1.0,2,1,0,0.35619998,0,0.8472222,0,1
561,0.0,1,0.26299998,0,1.0,2,2,0,0.3745,0,0.8958333,0,1
562,0.0,0,0.22850001,0,1.0,2,1,0,0.314,1,0.75396824,1,0
563,0.0,0,0.2556,0,0.0,2,1,0,0.3839,1,0.95,1,0
564,0.0,0,0.2343,0,1.0,2,2,0,0.3614,0,0.7844828,0,1
565,1.0,0,0.24180001,1,0.0,2,1,0,0.26639998,0,0.25316456,0,1
566,0.0,0,0.2755,0,1.0,2,2,0,0.32209998,0,0.7483871,0,1
567,0.0,1,0.20719999,0,1.0,2,1,0,0.23110001,0,0.8382353,0,1
568,1.0,0,0.32880002,0,0.0,2,2,0,0.36450002,0,0.76296294,0,1
569,0.0,0,0.2967,0,1.0,1,1,0,0.4266,0,0.8181818,0,1
570,0.0,0,0.282,1,1.0,2,1,0,0.2898,0,0.77272725,0,1
571,1.0,1,0.39330003,0,0.0,2,3,1,0.8142,0,0.5165289,0,1
572,0.0,1,0.3189,1,0.0,2,2,0,0.3714,0,0.8648649,0,1
573,0.0,0,0.2345,0,1.0,2,1,0,0.29639998,0,0.89634144,1,1
574,0.0,1,0.252,0,1.0,2,1,0,0.35349998,0,0.8044693,0,1
575,0.0,1,0.2209,0,1.0,2,2,0,0.3475,0,0.78911567,0,1
576,0.0,1,0.35529998,0,0.0,2,1,0,0.4997,0,0.9385475,0,1
577,0.0,0,0.282,0,1.0,1,1,0,0.3743,0,0.5555556,0,1
578,0.0,1,0.368,0,1.0,1,3,0,0.4677,0,0.87431693,0,1
579,0.0,0,0.0964,1,0.0,2,4,0,0.1043,1,0.6666667,0,0
580,1.0,0,0.32279998,0,1.0,2,1,0,0.32279998,0,0.864,0,1
581,0.0,0,0.2805,0,0.0,2,1,0,0.2932,0,0.89915967,0,1
582,1.0,0,0.3208,0,1.0,2,1,0,0.33560002,0,0.8780488,0,1
583,0.0,1,0.2651,0,1.0,1,5,0,0.41669998,1,0.75,0,0
584,0.0,0,0.21450001,0,1.0,2,1,0,0.2575,0,0.625,0,1
585,0.0,0,0.1412,0,1.0,1,1,0,0.3577,0,0.6555024,0,1
586,0.0,0,0.4632,0,1.0,2,4,0,0.4668,1,0.591716,0,0
587,0.0,1,0.124,0,1.0,1,3,0,0.216,0,0.32374102,0,1
588,0.0,0,0.205,1,1.0,1,2,0,0.277,0,0.5859375,0,1
589,0.0,0,0.27,0,1.0,1,1,0,0.27,0,0.6511628,0,1
590,0.0,0,0.29,0,1.0,1,2,0,0.32,0,0.7076923,0,1
591,1.0,0,0.145,0,0.0,1,1,0,0.25,0,0.6818182,0,1
592,0.0,0,0.207,0,1.0,2,6,0,0.505,1,0.6413502,0,0
593,0.0,1,0.13,0,1.0,2,2,0,0.32,0,0.40123457,0,1
594,0.0,1,0.345,1,0.0,2,5,1,0.355,1,0.6875,0,0
595,1.0,0,0.29,0,0.0,2,1,0,0.31,0,0.8965517,0,1
596,1.0,0,0.11,0,0.0,1,2,0,0.3,0,0.47945204,0,1
597,1.0,0,0.15,0,0.0,1,1,0,0.19,0,0.1847941,0,1
598,0.0,1,0.15,0,1.0,1,1,0,0.18,0,0.8028169,0,1
599,0.0,0,0.08,0,1.0,1,1,0,0.08,0,0.11111111,0,1
600,0.0,0,0.35,0,1.0,1,1,0,0.36,0,0.7368421,0,1
601,0.0,0,0.09,0,1.0,2,1,0,0.14,0,0.8,0,1
602,0.0,0,0.27,0,1.0,2,1,0,0.34,0,0.7939394,0,1
603,0.0,0,0.27,0,1.0,1,1,0,0.34,0,0.55,0,1
604,0.0,1,0.12,0,1.0,1,1,0,0.32,0,0.8,0,1
605,0.0,0,0.08,0,1.0,1,1,0,0.19,0,0.15428571,0,1
606,0.0,0,0.11,0,1.0,1,2,0,0.32,0,0.4827586,0,1
607,0.0,0,0.71,0,0.0,1,1,0,0.73,0,0.6060606,0,1
608,0.0,1,0.52,0,1.0,1,1,0,0.58,0,0.8,0,1
609,0.0,0,0.3,0,0.0,2,1,0,0.3,0,0.79577464,0,1
610,0.0,0,0.09,0,1.0,2,1,0,0.14,0,0.86989415,0,1
611,0.0,0,0.16,1,1.0,1,1,0,0.26,0,0.13513513,0,1
612,0.0,0,0.33,0,1.0,1,2,0,0.43,0,0.35,0,1
613,0.0,0,0.18,0,1.0,1,1,0,0.47,0,1.0,0,1
614,0.0,1,0.13,0,1.0,1,2,0,0.25,0,0.8,0,1
615,0.0,0,0.3,0,1.0,1,1,0,0.3,0,0.78125,0,1
616,0.0,0,0.25,0,1.0,2,6,0,0.27,0,0.6956522,0,1
617,0.0,0,0.2,0,1.0,1,1,0,0.36,0,0.3888889,0,1
618,0.0,0,0.155,0,1.0,4,2,0,0.249,0,0.23648648,0,1
619,0.0,0,0.133,0,1.0,1,3,0,0.216,0,0.5185185,0,1
620,0.0,0,0.74,0,1.0,2,1,0,,1,0.75268817,0,0
621,0.0,0,0.22,1,1.0,1,3,0,0.36,0,0.61538464,0,1
622,0.0,0,0.162,0,1.0,2,5,0,0.278,0,0.4,0,1
623,0.0,0,0.23,0,1.0,2,2,0,0.32,0,0.74482757,0,1
624,0.0,0,0.206,0,1.0,2,2,0,0.288,0,0.7478261,0,1
625,0.0,0,0.341,1,1.0,1,2,0,0.48299998,0,0.74666667,0,1
626,0.0,0,0.22700001,0,1.0,2,2,0,0.312,0,0.6315789,0,1
627,0.0,0,0.222,0,0.0,1,1,0,0.29700002,0,0.5744681,0,1
628,1.0,0,0.344,0,0.0,2,1,0,0.344,0,0.7,0,1
629,0.0,0,0.262,0,1.0,2,2,0,0.36200002,0,0.49019608,0,1
630,0.0,0,0.285,0,1.0,2,2,0,0.285,0,0.58679706,0,1
631,0.0,0,0.264,0,1.0,1,2,0,0.32299998,0,0.75,0,1
632,0.0,0,0.17899999,1,1.0,1,1,0,0.404,0,0.7991453,0,1
633,0.0,1,0.215,0,1.0,2,1,0,0.316,0,0.8962264,0,1
634,0.0,0,0.288,0,0.0,2,4,0,0.288,0,0.7407407,0,1
635,0.0,0,0.316,0,1.0,2,1,0,0.35799998,0,0.6875,0,1
636,0.0,0,0.29,0,1.0,1,1,0,0.29,0,0.74,0,1
637,0.0,0,0.31,0,1.0,2,2,0,0.35,0,0.9009009,0,1
638,0.0,0,0.23,0,1.0,1,2,1,0.34,0,0.77575755,0,1
639,0.0,0,0.3,0,1.0,2,1,0,0.36,0,0.74545455,0,1
640,0.0,0,0.22,0,1.0,2,6,1,0.27,1,0.7256098,0,0
641,0.0,1,0.29,0,1.0,2,6,1,0.45,1,0.88780487,0,0
642,1.0,0,0.22,0,1.0,4,6,0,0.32,0,0.85,0,1
643,0.0,0,0.31,0,0.0,2,1,0,0.33,0,0.78571427,0,1
644,1.0,0,0.3,0,1.0,2,6,1,0.46,0,0.8516129,0,1
645,1.0,0,0.35,0,0.0,2,1,0,0.35,0,0.8021978,0,1
646,0.0,0,0.31,0,0.0,2,6,0,0.35,0,0.7741935,0,1
647,0.0,0,0.28,1,1.0,2,1,0,0.39,0,0.6984127,0,1
648,0.0,0,0.31,0,1.0,2,2,0,0.46,0,0.61538464,0,1
649,1.0,0,0.26,0,1.0,2,1,0,0.38,0,0.7906977,0,1
650,0.0,0,0.27,0,1.0,2,2,0,0.27,0,0.8,0,1
651,0.0,0,0.31,0,1.0,1,2,0,0.38,0,0.7880597,0,1
652,0.0,0,0.21,0,1.0,1,1,0,0.22,0,0.4516129,0,1
653,0.0,0,0.29,0,0.0,2,2,0,0.38,0,0.8451613,0,1
654,0.0,0,0.28,0,1.0,2,1,0,0.37,0,0.68421054,0,1
655,0.0,0,0.32,0,1.0,2,1,0,0.37,0,0.85384613,0,1
656,0.0,0,0.28,0,1.0,1,2,0,0.28,0,0.76,0,1
657,0.0,0,0.21,0,0.0,2,1,0,0.25,0,0.6923077,0,1
658,0.0,0,0.23,0,1.0,1,1,0,0.26,0,0.20833333,0,1
659,0.0,0,0.22,0,1.0,2,1,0,0.27,0,0.9375,0,1
660,1.0,0,0.31,0,0.0,1,1,0,0.38,0,0.7153846,0,1
661,0.0,0,0.32,0,1.0,2,1,0,0.35,0,0.75151515,0,1
662,0.0,0,0.23,0,1.0,1,5,0,0.25,0,0.7982456,0,1
663,0.0,0,0.32,0,1.0,1,2,0,0.38,0,0.79626167,0,1
664,1.0,0,0.22,0,1.0,1,1,0,0.37,0,0.875,0,1
665,0.0,0,0.26,0,0.0,1,2,0,0.27,0,0.62068963,0,1
666,0.0,0,0.22,0,1.0,2,2,0,0.24,0,0.78756475,0,1
667,0.0,0,0.27,0,1.0,4,1,0,0.36,0,0.675,0,1
668,0.0,0,0.23,0,0.0,1,1,0,0.23,0,0.61946905,0,1
669,0.0,0,0.31,0,1.0,2,1,0,0.33,0,0.7133333,0,1
670,1.0,0,0.28,1,1.0,1,1,0,0.28,0,0.6,0,1
671,0.0,0,0.18,0,0.0,1,3,0,0.33,0,0.75757575,0,1
672,0.0,0,0.29,1,0.0,2,3,0,0.37,1,0.9533333,1,0
673,0.0,0,0.24,0,1.0,2,2,0,0.32,0,0.91851854,0,1
674,0.0,0,0.27,0,0.0,2,1,0,0.27,0,0.6967213,0,1
675,0.0,0,0.28,0,1.0,2,1,0,0.28,0,0.9513889,0,1
676,0.0,0,0.3,0,1.0,2,1,0,0.39,0,0.95238096,0,1
677,0.0,0,0.31,0,1.0,2,5,0,0.38,0,0.9389313,0,1
678,0.0,0,0.34,0,1.0,1,1,0,0.38,0,0.8,0,1
679,0.0,0,0.31,0,0.0,2,1,0,0.38,1,0.9478261,1,0
680,0.0,1,0.25,0,1.0,2,6,0,0.3,1,0.904,0,0
681,0.0,1,0.25,0,1.0,2,6,0,0.39,0,0.85714287,0,1
682,0.0,0,0.22,0,1.0,2,1,0,0.34,0,0.6319703,0,1
683,0.0,0,0.17,1,1.0,2,1,0,0.19,0,0.34042552,0,1
684,0.0,0,0.26,0,1.0,3,6,1,0.34,0,0.5753846,0,1
685,1.0,0,0.32,0,0.0,2,1,0,0.33,0,0.5181347,0,1
686,0.0,0,0.19,1,1.0,2,5,0,0.31,0,0.75,0,1
687,0.0,1,0.28,0,1.0,2,1,0,0.29,0,0.8,0,1
688,0.0,0,0.2,0,1.0,2,4,0,0.2,0,0.4093567,0,1
689,0.0,0,0.34,0,1.0,2,5,0,0.45,0,0.54545456,0,1
