uuid,page_id,reader_view,running_time,adjusted_running_time,scrolling_time,num_words,correct_rate,img_width,age,device,dyslexia,education,gender,language,retake_trial,dyslexia_bin,english_native,Flesch_Kincaid,speed
49ed1805-bfda-406e-af15-31507cb3c5ac,3-2,1,47734,43475,4259,120,1.0,1366,46.0,desktop,0.0,college,0.0,English,0.0,0.0,Y,10.697,165.6124209
49ed1805-bfda-406e-af15-31507cb3c5ac,1-2,1,86506,81061,5445,383,1.0,1366,46.0,desktop,0.0,college,0.0,English,0.0,0.0,Y,10.485,283.4902111
4a348423-fe96-4fcb-9b2d-f32161971b4d,2-1,0,38766,35980,2786,145,1.0,1212,22.0,laptop,0.0,college,0.0,German,0.0,0.0,N,8.337,241.8010006
4a348423-fe96-4fcb-9b2d-f32161971b4d,1-2,1,72744,61915,10829,383,0.6666666667,1212,22.0,laptop,0.0,college,0.0,German,0.0,0.0,N,10.485,371.1540015
4a348423-fe96-4fcb-9b2d-f32161971b4d,1-1,0,74368,71816,2552,324,0.6666666667,1212,22.0,laptop,0.0,college,0.0,German,0.0,0.0,N,9.6,270.6917679
4a348423-fe96-4fcb-9b2d-f32161971b4d,3-2,0,36331,33079,3252,120,0.6666666667,1212,22.0,laptop,0.0,college,0.0,German,0.0,0.0,N,10.697,217.6607515
4a348423-fe96-4fcb-9b2d-f32161971b4d,3-1,1,28592,26017,2575,106,0.6666666667,1212,22.0,laptop,0.0,college,0.0,German,0.0,0.0,N,11.081,244.4555483
4a348423-fe96-4fcb-9b2d-f32161971b4d,2-2,1,38596,36428,2168,166,1.0,1212,22.0,laptop,0.0,college,0.0,German,0.0,0.0,N,7.638,273.4160536
4aa80c95-24fc-45e5-b3c4-102653f15325,3-1,0,32795,29656,3139,106,1.0,322,38.0,smartphone,2.0,college,1.0,English,0.0,1.0,Y,11.081,214.4591314
4aa80c95-24fc-45e5-b3c4-102653f15325,1-1,0,97460,96181,1279,324,1.0,322,38.0,smartphone,2.0,college,1.0,English,0.0,1.0,Y,9.6,202.1189216
4aa80c95-24fc-45e5-b3c4-102653f15325,2-2,1,41383,41098,285,166,1.0,322,38.0,smartphone,2.0,college,1.0,English,0.0,1.0,Y,7.638,242.3475595
4aa80c95-24fc-45e5-b3c4-102653f15325,2-1,0,61395,60371,1024,145,1.0,322,38.0,smartphone,2.0,college,1.0,English,0.0,1.0,Y,8.337,144.1089265
4aa80c95-24fc-45e5-b3c4-102653f15325,1-2,1,101315,94003,7312,383,1.0,322,38.0,smartphone,2.0,college,1.0,English,0.0,1.0,Y,10.485,244.4602832
4aa80c95-24fc-45e5-b3c4-102653f15325,3-2,1,39236,38776,460,120,1.0,322,38.0,smartphone,2.0,college,1.0,English,0.0,1.0,Y,10.697,185.6818651
4ae8593c-1ba3-42b0-9e6e-deed9cdb2161,2-1,0,18507,17177,1330,145,1.0,1438,21.0,desktop,0.0,college,1.0,English,0.0,0.0,Y,8.337,506.4912383
4ae8593c-1ba3-42b0-9e6e-deed9cdb2161,1-1,0,67370,64139,3231,324,0.3333333333,1438,21.0,desktop,0.0,college,1.0,English,0.0,0.0,Y,9.6,303.0917227
4ae8593c-1ba3-42b0-9e6e-deed9cdb2161,2-2,1,10859,10637,222,166,0.3333333333,1438,21.0,desktop,0.0,college,1.0,English,0.0,0.0,Y,7.638,936.3542352
4ae8593c-1ba3-42b0-9e6e-deed9cdb2161,3-1,0,32596,30895,1701,106,1.0,1438,21.0,desktop,0.0,college,1.0,English,0.0,0.0,Y,11.081,205.8585532
4ae8593c-1ba3-42b0-9e6e-deed9cdb2161,3-2,1,32746,32345,401,120,1.0,1438,21.0,desktop,0.0,college,1.0,English,0.0,0.0,Y,10.697,222.6000928
4ae8593c-1ba3-42b0-9e6e-deed9cdb2161,1-2,1,41437,36201,5236,383,0.3333333333,1438,21.0,desktop,0.0,college,1.0,English,0.0,0.0,Y,10.485,634.7890942
4b19d929-d5f9-41df-a9d5-4176d450e799,2-1,0,31116,19838,11278,145,0.6666666667,1212,15.0,laptop,0.0,high school,1.0,English,0.0,0.0,Y,8.337,438.5522734
4b19d929-d5f9-41df-a9d5-4176d450e799,3-2,1,11650,11650,0,120,0.6666666667,1212,15.0,laptop,0.0,high school,1.0,English,0.0,0.0,Y,10.697,618.0257511
4b19d929-d5f9-41df-a9d5-4176d450e799,1-1,0,43952,26005,17947,324,0.6666666667,1212,15.0,laptop,0.0,high school,1.0,English,0.0,0.0,Y,9.6,747.5485484
4b19d929-d5f9-41df-a9d5-4176d450e799,2-2,1,18781,13563,5218,166,1.0,1212,15.0,laptop,0.0,high school,1.0,English,0.0,0.0,Y,7.638,734.3508073
4b19d929-d5f9-41df-a9d5-4176d450e799,3-1,0,11982,10141,1841,106,1.0,1212,15.0,laptop,0.0,high school,1.0,English,0.0,0.0,Y,11.081,627.1570851
4b19d929-d5f9-41df-a9d5-4176d450e799,1-2,1,27198,16541,10657,383,0.3333333333,1212,15.0,laptop,0.0,high school,1.0,English,0.0,0.0,Y,10.485,1389.275135
4ba34db8-9baa-42a5-bed2-a6381f36d03e,1-1,1,68431,65490,2941,324,0.6666666667,322,31.0,smartphone,0.0,graduate school,0.0,English,0.0,0.0,Y,9.6,296.8392121
4ba34db8-9baa-42a5-bed2-a6381f36d03e,3-2,0,30835,25527,5308,120,0.6666666667,646,31.0,smartphone,0.0,graduate school,0.0,English,0.0,0.0,Y,10.697,282.0542955
4ba34db8-9baa-42a5-bed2-a6381f36d03e,2-1,1,37209,37209,0,145,0.6666666667,322,31.0,smartphone,0.0,graduate school,0.0,English,0.0,0.0,Y,8.337,233.8143997
4ba34db8-9baa-42a5-bed2-a6381f36d03e,3-1,1,21720,21467,253,106,1.0,322,31.0,smartphone,0.0,graduate school,0.0,English,0.0,0.0,Y,11.081,296.2686915
4ba34db8-9baa-42a5-bed2-a6381f36d03e,2-2,0,35911,32880,3031,166,0.6666666667,646,31.0,smartphone,0.0,graduate school,0.0,English,0.0,0.0,Y,7.638,302.919708
4ba34db8-9baa-42a5-bed2-a6381f36d03e,1-2,0,61522,49058,12464,383,0.6666666667,646,31.0,smartphone,0.0,graduate school,0.0,English,0.0,0.0,Y,10.485,468.4251294
4be26ab5-1d7e-44bf-bd62-0a66c914394a,3-2,0,17909,10680,7229,120,0.6666666667,880,19.0,tablet,0.0,college,1.0,Chinese,0.0,0.0,N,10.697,674.1573034
4be26ab5-1d7e-44bf-bd62-0a66c914394a,2-2,0,24924,21482,3442,166,0.6666666667,880,19.0,tablet,0.0,college,1.0,Chinese,0.0,0.0,N,7.638,463.643981
4be26ab5-1d7e-44bf-bd62-0a66c914394a,1-2,1,56544,30709,25835,383,1.0,880,19.0,tablet,0.0,college,1.0,Chinese,0.0,0.0,N,10.485,748.3148263
4be26ab5-1d7e-44bf-bd62-0a66c914394a,3-1,1,24470,19878,4592,106,0.6666666667,880,19.0,tablet,0.0,college,1.0,Chinese,0.0,0.0,N,11.081,319.9517054
4be26ab5-1d7e-44bf-bd62-0a66c914394a,2-1,1,38977,34443,4534,145,1.0,880,19.0,tablet,0.0,college,1.0,Chinese,0.0,0.0,N,8.337,252.5912377
4be26ab5-1d7e-44bf-bd62-0a66c914394a,1-1,0,99359,68730,30629,324,1.0,880,19.0,tablet,0.0,college,1.0,Chinese,0.0,0.0,N,9.6,282.8459188
4bf638b5-36b4-4b87-977c-dbb48a337da5,1-1,1,142859,132667,10192,324,1.0,1212,20.0,laptop,0.0,high school,1.0,German,0.0,0.0,N,9.6,146.5322951
4bf638b5-36b4-4b87-977c-dbb48a337da5,2-2,0,46534,46166,368,166,1.0,1212,20.0,laptop,0.0,high school,1.0,German,0.0,0.0,N,7.638,215.7431876
4bf638b5-36b4-4b87-977c-dbb48a337da5,3-2,1,48225,41764,6461,120,0.6666666667,1212,20.0,laptop,0.0,high school,1.0,German,0.0,0.0,N,10.697,172.39728
4bf638b5-36b4-4b87-977c-dbb48a337da5,3-1,0,40588,28063,12525,106,0.6666666667,1212,20.0,laptop,0.0,high school,1.0,German,0.0,0.0,N,11.081,226.632933
4bf638b5-36b4-4b87-977c-dbb48a337da5,2-1,1,52783,48508,4275,145,1.0,1212,20.0,laptop,0.0,high school,1.0,German,0.0,0.0,N,8.337,179.3518595
4bf638b5-36b4-4b87-977c-dbb48a337da5,1-2,0,105325,97780,7545,383,1.0,1212,20.0,laptop,0.0,high school,1.0,German,0.0,0.0,N,10.485,235.017386
4bf66c16-79cf-49d3-a150-110237af0243,3-2,0,25914,21620,4294,120,1.0,1438,18.0,desktop,0.0,high school,0.0,English,0.0,0.0,Y,10.697,333.0249769
4bf66c16-79cf-49d3-a150-110237af0243,1-1,1,40899,39318,1581,324,0.6666666667,1438,18.0,desktop,0.0,high school,0.0,English,0.0,0.0,Y,9.6,494.430032
4bf66c16-79cf-49d3-a150-110237af0243,2-1,1,23541,22465,1076,145,0.6666666667,1438,18.0,desktop,0.0,high school,0.0,English,0.0,0.0,Y,8.337,387.2690852
4bf66c16-79cf-49d3-a150-110237af0243,1-2,0,37104,34395,2709,383,1.0,1438,18.0,desktop,0.0,high school,0.0,English,0.0,0.0,Y,10.485,668.1203663
4bf66c16-79cf-49d3-a150-110237af0243,3-1,1,16605,15675,930,106,1.0,1438,18.0,desktop,0.0,high school,0.0,English,0.0,0.0,Y,11.081,405.7416268
4bf66c16-79cf-49d3-a150-110237af0243,2-2,0,28837,27475,1362,166,1.0,1438,18.0,desktop,0.0,high school,0.0,English,0.0,0.0,Y,7.638,362.511374
4c958f8d-f3c9-40f1-8816-2b0c39a38bd9,3-2,1,69582,37545,32037,120,1.0,880,19.0,smartphone,2.0,college,1.0,English,0.0,1.0,Y,10.697,191.7698761
4c958f8d-f3c9-40f1-8816-2b0c39a38bd9,1-2,1,97879,6955,90924,383,0.6666666667,880,19.0,smartphone,2.0,college,1.0,English,0.0,1.0,Y,10.485,3304.097771
4c958f8d-f3c9-40f1-8816-2b0c39a38bd9,3-1,0,68720,53412,15308,106,0.3333333333,880,19.0,smartphone,2.0,college,1.0,English,0.0,1.0,Y,11.081,119.0743653
4c958f8d-f3c9-40f1-8816-2b0c39a38bd9,1-1,0,78375,36250,42125,324,0.3333333333,880,19.0,smartphone,2.0,college,1.0,English,0.0,1.0,Y,9.6,536.2758621
4c958f8d-f3c9-40f1-8816-2b0c39a38bd9,2-2,0,49277,35002,14275,166,1.0,880,19.0,smartphone,2.0,college,1.0,English,0.0,1.0,Y,7.638,284.5551683
4c958f8d-f3c9-40f1-8816-2b0c39a38bd9,2-1,1,47680,4433,43247,145,0.6666666667,880,19.0,smartphone,2.0,college,1.0,English,0.0,1.0,Y,8.337,1962.553575
4eab4ba9-b923-43e9-94b2-b50f8ae543ad,3-2,1,23458,22005,1453,120,0.6666666667,322,16.0,smartphone,0.0,high school,0.0,English,0.0,0.0,Y,10.697,327.198364
4eab4ba9-b923-43e9-94b2-b50f8ae543ad,1-1,0,44938,44266,672,324,0.0,322,16.0,smartphone,0.0,high school,0.0,English,0.0,0.0,Y,9.6,439.1632404
4eab4ba9-b923-43e9-94b2-b50f8ae543ad,2-2,1,22211,22211,0,166,0.6666666667,322,16.0,smartphone,0.0,high school,0.0,English,0.0,0.0,Y,7.638,448.4264554
4eab4ba9-b923-43e9-94b2-b50f8ae543ad,1-2,1,44404,41233,3171,383,1.0,322,16.0,smartphone,0.0,high school,0.0,English,0.0,0.0,Y,10.485,557.3205927
4eab4ba9-b923-43e9-94b2-b50f8ae543ad,3-1,0,18735,18047,688,106,0.6666666667,322,16.0,smartphone,0.0,high school,0.0,English,0.0,0.0,Y,11.081,352.4131435
4eab4ba9-b923-43e9-94b2-b50f8ae543ad,2-1,0,20111,20025,86,145,0.3333333333,322,16.0,smartphone,0.0,high school,0.0,English,0.0,0.0,Y,8.337,434.4569288
4f197cbb-93cc-4852-aad3-46d35f809f47,3-2,1,45154,35966,9188,120,1.0,1438,0.0,desktop,2.0,professional school,0.0,English,0.0,1.0,Y,10.697,200.1890675
4f197cbb-93cc-4852-aad3-46d35f809f47,2-2,0,52468,35036,17432,166,1.0,1438,0.0,desktop,2.0,professional school,0.0,English,0.0,1.0,Y,7.638,284.2790273
4f197cbb-93cc-4852-aad3-46d35f809f47,1-1,0,77038,37787,39251,324,1.0,1438,0.0,desktop,2.0,professional school,0.0,English,0.0,1.0,Y,9.6,514.4626459
4f197cbb-93cc-4852-aad3-46d35f809f47,1-2,1,98945,70673,28272,383,1.0,1438,0.0,desktop,2.0,professional school,0.0,English,0.0,1.0,Y,10.485,325.1595376
4f197cbb-93cc-4852-aad3-46d35f809f47,3-1,0,32970,19631,13339,106,1.0,1438,0.0,desktop,2.0,professional school,0.0,English,0.0,1.0,Y,11.081,323.9773827
4f197cbb-93cc-4852-aad3-46d35f809f47,2-1,1,48182,45028,3154,145,1.0,1438,0.0,desktop,2.0,professional school,0.0,English,0.0,1.0,Y,8.337,193.2131118
4f60135c-1cb1-4fe2-9178-b628b4c417e3,3-1,0,25082,21332,3750,106,1.0,1366,21.0,laptop,0.0,college,1.0,English,0.0,0.0,Y,11.081,298.143634
4f60135c-1cb1-4fe2-9178-b628b4c417e3,1-1,0,40320,35107,5213,324,0.3333333333,1366,21.0,laptop,0.0,college,1.0,English,0.0,0.0,Y,9.6,553.7357222
4f60135c-1cb1-4fe2-9178-b628b4c417e3,2-1,0,18435,18086,349,145,0.6666666667,1366,21.0,laptop,0.0,college,1.0,English,0.0,0.0,Y,8.337,481.0350547
4f60135c-1cb1-4fe2-9178-b628b4c417e3,1-2,1,34418,32011,2407,383,0.6666666667,1366,21.0,laptop,0.0,college,1.0,English,0.0,0.0,Y,10.485,717.8782294
4f60135c-1cb1-4fe2-9178-b628b4c417e3,2-2,1,25362,24269,1093,166,1.0,1366,21.0,laptop,0.0,college,1.0,English,0.0,0.0,Y,7.638,410.4000989
4f60135c-1cb1-4fe2-9178-b628b4c417e3,3-2,1,20977,19815,1162,120,1.0,1366,21.0,laptop,0.0,college,1.0,English,0.0,0.0,Y,10.697,363.3610901
4f8c5f95-808c-404c-9613-d9ad53bad8c2,1-2,0,59747,51589,8158,383,1.0,1212,24.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,10.485,445.4437962
4f8c5f95-808c-404c-9613-d9ad53bad8c2,2-2,0,45603,37845,7758,166,0.3333333333,1212,24.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,7.638,263.1787554
4f8c5f95-808c-404c-9613-d9ad53bad8c2,2-1,1,43340,37506,5834,145,1.0,1212,24.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,8.337,231.9628859
4f8c5f95-808c-404c-9613-d9ad53bad8c2,3-2,0,38945,35669,3276,120,1.0,1212,24.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,10.697,201.8559533
4f8c5f95-808c-404c-9613-d9ad53bad8c2,1-1,1,41729,33984,7745,324,0.6666666667,1212,24.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,9.6,572.0338983
4f8c5f95-808c-404c-9613-d9ad53bad8c2,3-1,1,25873,23789,2084,106,1.0,1212,24.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,11.081,267.3504561
5013da82-22c7-47fd-a245-d7131d2fab50,2-2,1,47916,44850,3066,166,1.0,1294,,,,,,,,,,7.638,222.0735786
5013da82-22c7-47fd-a245-d7131d2fab50,3-2,0,48655,46174,2481,120,1.0,1294,,,,,,,,,,10.697,155.9319097
5013da82-22c7-47fd-a245-d7131d2fab50,1-1,1,96691,90216,6475,324,1.0,1294,,,,,,,,,,9.6,215.4828412
5013da82-22c7-47fd-a245-d7131d2fab50,2-1,0,41699,37341,4358,145,1.0,1294,,,,,,,,,,8.337,232.9878686
5013da82-22c7-47fd-a245-d7131d2fab50,1-2,0,98032,94822,3210,383,0.6666666667,1294,,,,,,,,,,10.485,242.348822
5013da82-22c7-47fd-a245-d7131d2fab50,3-1,1,44633,38417,6216,106,1.0,1294,,,,,,,,,,11.081,165.5517089
512ef0df-48a3-4796-9919-471f50f25df1,2-2,1,47277,40667,6610,166,0.6666666667,880,30.0,smartphone,0.0,graduate school,1.0,English,0.0,0.0,Y,7.638,244.9160253
512ef0df-48a3-4796-9919-471f50f25df1,2-1,0,50260,46107,4153,145,0.6666666667,880,30.0,smartphone,0.0,graduate school,1.0,English,0.0,0.0,Y,8.337,188.6915219
512ef0df-48a3-4796-9919-471f50f25df1,1-1,0,94751,92612,2139,324,0.6666666667,880,30.0,smartphone,0.0,graduate school,1.0,English,0.0,0.0,Y,9.6,209.9080033
512ef0df-48a3-4796-9919-471f50f25df1,3-1,0,31282,18298,12984,106,1.0,880,30.0,smartphone,0.0,graduate school,1.0,English,0.0,0.0,Y,11.081,347.5789704
512ef0df-48a3-4796-9919-471f50f25df1,3-2,1,54347,45080,9267,120,1.0,880,30.0,smartphone,0.0,graduate school,1.0,English,0.0,0.0,Y,10.697,159.7160603
512ef0df-48a3-4796-9919-471f50f25df1,1-2,1,108112,93198,14914,383,1.0,880,30.0,smartphone,0.0,graduate school,1.0,English,0.0,0.0,Y,10.485,246.5718148
52094e6b-59e3-4905-9151-73e21750879d,1-1,1,58967,58185,782,324,0.6666666667,1419,21.0,laptop,2.0,college,1.0,English,0.0,1.0,Y,9.6,334.1067285
52094e6b-59e3-4905-9151-73e21750879d,3-1,0,36613,35920,693,106,1.0,1419,21.0,laptop,2.0,college,1.0,English,0.0,1.0,Y,11.081,177.0601336
52094e6b-59e3-4905-9151-73e21750879d,2-2,0,25964,25329,635,166,0.6666666667,1419,21.0,laptop,2.0,college,1.0,English,0.0,1.0,Y,7.638,393.2251569
52094e6b-59e3-4905-9151-73e21750879d,3-2,1,20338,19480,858,120,1.0,1419,21.0,laptop,2.0,college,1.0,English,0.0,1.0,Y,10.697,369.6098563
52094e6b-59e3-4905-9151-73e21750879d,2-1,1,29986,28844,1142,145,1.0,1419,21.0,laptop,2.0,college,1.0,English,0.0,1.0,Y,8.337,301.6225211
52094e6b-59e3-4905-9151-73e21750879d,1-2,0,46744,44035,2709,383,0.6666666667,1419,21.0,laptop,2.0,college,1.0,English,0.0,1.0,Y,10.485,521.8576133
525bf1c5-7405-44d8-a086-43a65dd46da2,2-1,1,37421,32331,5090,145,0.3333333333,1366,20.0,laptop,0.0,high school,1.0,English,0.0,0.0,Y,8.337,269.0915839
525bf1c5-7405-44d8-a086-43a65dd46da2,3-1,1,28330,25322,3008,106,1.0,1366,20.0,laptop,0.0,high school,1.0,English,0.0,0.0,Y,11.081,251.1649949
525bf1c5-7405-44d8-a086-43a65dd46da2,3-2,0,37797,35605,2192,120,0.6666666667,1366,20.0,laptop,0.0,high school,1.0,English,0.0,0.0,Y,10.697,202.2187895
525bf1c5-7405-44d8-a086-43a65dd46da2,1-1,0,15008,13052,1956,324,0.0,1366,20.0,laptop,0.0,high school,1.0,English,0.0,0.0,Y,9.6,1489.426908
525bf1c5-7405-44d8-a086-43a65dd46da2,1-2,1,18285,12913,5372,383,0.3333333333,1366,20.0,laptop,0.0,high school,1.0,English,0.0,0.0,Y,10.485,1779.601952
525bf1c5-7405-44d8-a086-43a65dd46da2,2-2,0,29730,27114,2616,166,1.0,1366,20.0,laptop,0.0,high school,1.0,English,0.0,0.0,Y,7.638,367.3379066
52655f97-f8e7-48eb-9269-d5ee71ad6db4,2-1,1,28869,25728,3141,145,1.0,1438,39.0,laptop,0.0,graduate school,1.0,English,0.0,0.0,Y,8.337,338.1529851
52655f97-f8e7-48eb-9269-d5ee71ad6db4,1-1,0,63644,60182,3462,324,0.6666666667,1438,39.0,laptop,0.0,graduate school,1.0,English,0.0,0.0,Y,9.6,323.0201721
52655f97-f8e7-48eb-9269-d5ee71ad6db4,3-2,0,54092,48036,6056,120,0.3333333333,1438,39.0,laptop,0.0,graduate school,1.0,English,0.0,0.0,Y,10.697,149.8875843
52655f97-f8e7-48eb-9269-d5ee71ad6db4,1-2,1,70105,61060,9045,383,0.6666666667,1438,39.0,laptop,0.0,graduate school,1.0,English,0.0,0.0,Y,10.485,376.35113
52655f97-f8e7-48eb-9269-d5ee71ad6db4,3-1,1,40531,36958,3573,106,0.6666666667,1438,39.0,laptop,0.0,graduate school,1.0,English,0.0,0.0,Y,11.081,172.0872342
52655f97-f8e7-48eb-9269-d5ee71ad6db4,2-2,0,44727,36219,8508,166,1.0,1438,39.0,laptop,0.0,graduate school,1.0,English,0.0,0.0,Y,7.638,274.9937878
529af3c4-1f6c-4ced-ac86-165cb41a1629,2-1,0,60539,58421,2118,145,0.6666666667,1366,34.0,laptop,0.0,graduate school,0.0,Spanish,0.0,0.0,N,8.337,148.9190531
529af3c4-1f6c-4ced-ac86-165cb41a1629,1-1,1,98154,95286,2868,324,0.6666666667,1366,34.0,laptop,0.0,graduate school,0.0,Spanish,0.0,0.0,N,9.6,204.0173793
529af3c4-1f6c-4ced-ac86-165cb41a1629,3-2,0,57358,52669,4689,120,1.0,1366,34.0,laptop,0.0,graduate school,0.0,Spanish,0.0,0.0,N,10.697,136.7028043
529af3c4-1f6c-4ced-ac86-165cb41a1629,2-2,1,49425,47259,2166,166,1.0,1366,34.0,laptop,0.0,graduate school,0.0,Spanish,0.0,0.0,N,7.638,210.7535073
529af3c4-1f6c-4ced-ac86-165cb41a1629,1-2,0,121949,118133,3816,383,1.0,1366,34.0,laptop,0.0,graduate school,0.0,Spanish,0.0,0.0,N,10.485,194.5265083
529af3c4-1f6c-4ced-ac86-165cb41a1629,3-1,1,44128,42759,1369,106,1.0,1366,34.0,laptop,0.0,graduate school,0.0,Spanish,0.0,0.0,N,11.081,148.740616
540ad2c3-6798-4093-8f1c-3c3a0ea94ac6,1-2,1,57125,42272,14853,383,1.0,982,15.0,laptop,0.0,pre-high school,2.0,English,0.0,0.0,Y,10.485,543.6222559
540ad2c3-6798-4093-8f1c-3c3a0ea94ac6,3-1,0,15074,12672,2402,106,1.0,982,15.0,laptop,0.0,pre-high school,2.0,English,0.0,0.0,Y,11.081,501.8939394
540ad2c3-6798-4093-8f1c-3c3a0ea94ac6,3-2,1,24941,22995,1946,120,0.6666666667,982,15.0,laptop,0.0,pre-high school,2.0,English,0.0,0.0,Y,10.697,313.111546
540ad2c3-6798-4093-8f1c-3c3a0ea94ac6,2-2,1,26989,17913,9076,166,0.6666666667,982,15.0,laptop,0.0,pre-high school,2.0,English,0.0,0.0,Y,7.638,556.020767
540ad2c3-6798-4093-8f1c-3c3a0ea94ac6,1-1,0,55909,50015,5894,324,1.0,982,15.0,laptop,0.0,pre-high school,2.0,English,0.0,0.0,Y,9.6,388.683395
540ad2c3-6798-4093-8f1c-3c3a0ea94ac6,2-1,0,29565,28414,1151,145,1.0,982,15.0,laptop,0.0,pre-high school,2.0,English,0.0,0.0,Y,8.337,306.1870909
54c3e853-e07a-4b15-ab2d-691a120c3b32,2-1,1,45542,39590,5952,145,1.0,1294,37.0,laptop,0.0,high school,1.0,English,0.0,0.0,Y,8.337,219.7524627
54c3e853-e07a-4b15-ab2d-691a120c3b32,1-1,0,84202,69265,14937,324,1.0,1294,37.0,laptop,0.0,high school,1.0,English,0.0,0.0,Y,9.6,280.6612286
54c3e853-e07a-4b15-ab2d-691a120c3b32,2-2,0,52449,26542,25907,166,1.0,1294,37.0,laptop,0.0,high school,1.0,English,0.0,0.0,Y,7.638,375.2543139
54c3e853-e07a-4b15-ab2d-691a120c3b32,1-2,1,78529,47316,31213,383,1.0,1294,37.0,laptop,0.0,high school,1.0,English,0.0,0.0,Y,10.485,485.670809
54c3e853-e07a-4b15-ab2d-691a120c3b32,3-2,1,42265,25388,16877,120,1.0,1294,37.0,laptop,0.0,high school,1.0,English,0.0,0.0,Y,10.697,283.5985505
54c3e853-e07a-4b15-ab2d-691a120c3b32,3-1,0,53951,34261,19690,106,0.6666666667,1294,37.0,laptop,0.0,high school,1.0,English,0.0,0.0,Y,11.081,185.633811
5507df65-d963-43c6-9e0d-a8c375c02b6c,3-1,0,56064,43546,12518,106,1.0,574,60.0,smartphone,0.0,postdoctoral,0.0,Spanish,0.0,0.0,N,11.081,146.0524503
5507df65-d963-43c6-9e0d-a8c375c02b6c,1-1,0,151876,150041,1835,324,1.0,574,60.0,smartphone,0.0,postdoctoral,0.0,Spanish,0.0,0.0,N,9.6,129.5645857
5507df65-d963-43c6-9e0d-a8c375c02b6c,2-1,1,49942,46392,3550,145,0.6666666667,574,60.0,smartphone,0.0,postdoctoral,0.0,Spanish,0.0,0.0,N,8.337,187.5323332
5507df65-d963-43c6-9e0d-a8c375c02b6c,2-2,0,68764,67310,1454,166,1.0,574,60.0,smartphone,0.0,postdoctoral,0.0,Spanish,0.0,0.0,N,7.638,147.9720695
5507df65-d963-43c6-9e0d-a8c375c02b6c,3-2,1,62057,60856,1201,120,0.3333333333,574,60.0,smartphone,0.0,postdoctoral,0.0,Spanish,0.0,0.0,N,10.697,118.312081
5507df65-d963-43c6-9e0d-a8c375c02b6c,1-2,1,137800,133773,4027,383,1.0,574,60.0,smartphone,0.0,postdoctoral,0.0,Spanish,0.0,0.0,N,10.485,171.7835438
55b18dd9-dcd2-4440-a56b-8443f3fb1c43,2-1,0,39190,36521,2669,145,0.3333333333,1438,17.0,,,,0.0,,1.0,,,8.337,238.2191068
55b18dd9-dcd2-4440-a56b-8443f3fb1c43,3-1,1,26786,25768,1018,106,1.0,1438,17.0,,,,0.0,,1.0,,,11.081,246.8177585
55b18dd9-dcd2-4440-a56b-8443f3fb1c43,1-1,0,74295,68747,5548,324,0.6666666667,1438,17.0,,,,0.0,,1.0,,,9.6,282.7759757
55b18dd9-dcd2-4440-a56b-8443f3fb1c43,3-2,0,29176,24897,4279,120,0.6666666667,1438,17.0,,,,0.0,,1.0,,,10.697,289.1914689
55b18dd9-dcd2-4440-a56b-8443f3fb1c43,2-2,1,31761,31142,619,166,1.0,1438,17.0,,,,0.0,,1.0,,,7.638,319.8253163
55b18dd9-dcd2-4440-a56b-8443f3fb1c43,1-2,1,82149,78819,3330,383,1.0,1438,17.0,,,,0.0,,1.0,,,10.485,291.5540669
55ceb008-47a1-41ef-82f8-5527e474f4bb,2-2,1,40815,29161,11654,166,1.0,1150,60.0,laptop,0.0,graduate school,1.0,English,0.0,0.0,Y,7.638,341.552073
55ceb008-47a1-41ef-82f8-5527e474f4bb,1-1,1,84153,66877,17276,324,1.0,1150,60.0,laptop,0.0,graduate school,1.0,English,0.0,0.0,Y,9.6,290.6828955
55ceb008-47a1-41ef-82f8-5527e474f4bb,3-1,1,38259,29854,8405,106,1.0,1150,60.0,laptop,0.0,graduate school,1.0,English,0.0,0.0,Y,11.081,213.036779
55ceb008-47a1-41ef-82f8-5527e474f4bb,1-2,0,83479,53458,30021,383,1.0,1150,60.0,laptop,0.0,graduate school,1.0,English,0.0,0.0,Y,10.485,429.8701785
55ceb008-47a1-41ef-82f8-5527e474f4bb,3-2,0,76233,65206,11027,120,1.0,1150,60.0,laptop,0.0,graduate school,1.0,English,0.0,0.0,Y,10.697,110.4192866
55ceb008-47a1-41ef-82f8-5527e474f4bb,2-1,0,45386,41949,3437,145,1.0,1150,60.0,laptop,0.0,graduate school,1.0,English,0.0,0.0,Y,8.337,207.3946936
58489ac6-e6ac-479a-a4bd-f2c8e6575a10,3-1,0,15739,14416,1323,106,0.6666666667,1438,18.0,laptop,0.0,high school,0.0,English,0.0,0.0,Y,11.081,441.1764706
58489ac6-e6ac-479a-a4bd-f2c8e6575a10,1-1,0,49754,44153,5601,324,0.6666666667,1438,18.0,laptop,0.0,high school,0.0,English,0.0,0.0,Y,9.6,440.2871832
58489ac6-e6ac-479a-a4bd-f2c8e6575a10,2-1,1,22893,22424,469,145,0.6666666667,1438,18.0,laptop,0.0,high school,0.0,English,0.0,0.0,Y,8.337,387.9771673
